"date","coach","coach2","coach_win","coach_margin","year"
16340,"Brian Kelly","Scott Shafer",1,16,2014
16340,"Mike Riley","Steve Sarkisian",0,-25,2014
16340,"David Bailiff","Todd Monken",1,18,2014
16340,"Kyle Flood","Curtis Johnson",1,25,2014
16340,"Willie Taggart","Barry Alvarez",0,-17,2014
16340,"Willie Taggart","Gary Andersen",0,-17,2014
16340,"June Jones","Gary Patterson",0,-56,2014
16340,"Tom Mason","Gary Patterson",0,-56,2014
16340,"David Shaw","Chris Petersen",1,7,2014
16340,"Dennis Franchione","Bill Blankenship",1,3,2014
16340,"Kyle Whittingham","Mike Leach",0,-1,2014
16340,"Frank Beamer","Phillip John ""PJ"" Fleck",1,18,2014
16345,"Rich Rodriguez","Mark Helfrich",1,7,2014
16345,"George O'Leary","Tony Levine",1,5,2014
16345,"Charlie Partridge","Ron Turner",0,-28,2014
16346,"Bronco Mendenhall","Matt Wells",0,-15,2014
16346,"Tim DeRuyter","Rocky Long",1,11,2014
16346,"Bobby ""Bob"" Petrino","Scott Shafer",1,22,2014
16347,"Troy Calhoun","Ken Niumatalolo",1,9,2014
16347,"Terry Bowden","Chris Creighton",1,25,2014
16347,"Nick L. Saban","Hugh Freeze",0,-6,2014
16347,"Scott Satterfield","Joey Jones",0,-26,2014
16347,"Todd Graham","Steve Sarkisian",1,4,2014
16347,"Blake Anderson","Todd Berry",1,14,2014
16347,"Jeff Monken","Pete Lembo",1,9,2014
16347,"Gus Malzahn","Les Miles",1,34,2014
16347,"Art Briles","Charlie Strong",1,21,2014
16347,"Bryan Harsin","Brian Polian",1,5,2014
16347,"Dino Babers","Alex Wood",1,1,2014
16347,"Dino Babers","Jeff Quinn",1,1,2014
16347,"Sonny Dykes","Mike Leach",1,1,2014
16347,"Dan Enos","Frank Solich",1,18,2014
16347,"Tommy Tuberville","Justin Fuente",0,-27,2014
16347,"Dabo Swinney","Dave Doeren",1,41,2014
16347,"Mike MacIntyre","Mike Riley",0,-5,2014
16347,"Dave Baldwin","Bill Blankenship",1,25,2014
16347,"Jim McElwain","Bill Blankenship",1,25,2014
16347,"Ruffin McNeill","June Jones",1,21,2014
16347,"Ruffin McNeill","Tom Mason",1,21,2014
16347,"D.J. Durkin","Butch Jones",1,1,2014
16347,"Will Muschamp","Butch Jones",1,1,2014
16347,"Jimbo Fisher","Dave Clawson",1,40,2014
16347,"Mark Richt","Derek Mason",1,27,2014
16347,"Willie Fritz","Doug Martin",1,8,2014
16347,"Trent Miles","Mark Hudspeth",0,-3,2014
16347,"Paul Johnson","Al Golden",1,11,2014
16347,"Norm Chow","David Bailiff",0,-14,2014
16347,"Paul Petrino","Dennis Franchione",0,-5,2014
16347,"Tim Beckman","Darrell Hazell",0,-11,2014
16347,"Kevin Wilson","Dan McCarney",1,25,2014
16347,"Paul Rhoads","Mike Gundy",0,-17,2014
16347,"Charlie Weis","Dana Holgorsen",0,-19,2014
16347,"Clint Bowen","Dana Holgorsen",0,-19,2014
16347,"Bill Snyder","Kliff Kingsbury",1,32,2014
16347,"Paul Haynes","Rod Carey",0,-3,2014
16347,"Mark Stoops","Steve Spurrier",1,7,2014
16347,"Skip Holtz","Sean Kugler",1,52,2014
16347,"John ""Doc"" Holliday","Bobby Wilder",1,42,2014
16347,"Randy Edsall","Urban Meyer",0,-28,2014
16347,"Mark Whipple","Chuck Martin",0,-1,2014
16347,"Brady Hoke","Kyle Flood",0,-2,2014
16347,"Mark Dantonio","Barney Cotton",1,5,2014
16347,"Mark Dantonio","Bo Pelini",1,5,2014
16347,"Rick Stockstill","Todd Monken",1,6,2014
16347,"Dan Mullen","Kevin Sumlin",1,17,2014
16347,"Bobby Hauck","Ron Caragher",0,-23,2014
16347,"Bob Davie","Larry Coker",1,12,2014
16347,"Larry Fedora","Frank Beamer",0,-17,2014
16347,"Pat Fitzgerald","Barry Alvarez",1,6,2014
16347,"Pat Fitzgerald","Gary Andersen",1,6,2014
16347,"Brian Kelly","David Shaw",1,3,2014
16347,"Bob Stoops","Gary Patterson",0,-4,2014
16347,"Paul Chryst","Mike London",0,-5,2014
16347,"Matt Campbell","Phillip John ""PJ"" Fleck",1,1,2014
16347,"Jim L. Mora","Kyle Whittingham",0,-2,2014
16352,"Bronco Mendenhall","George O'Leary",0,-7,2014
16353,"Tim DeRuyter","Bobby Hauck",0,-3,2014
16353,"Bob Davie","Rocky Long",0,-10,2014
16353,"David Shaw","Mike Leach",1,17,2014
16354,"Troy Calhoun","Matt Wells",0,-18,2014
16354,"Terry Bowden","Chuck Martin",1,10,2014
16354,"Nick L. Saban","Bret Bielema",1,1,2014
16354,"Rich Rodriguez","Steve Sarkisian",0,-2,2014
16354,"Blake Anderson","Trent Miles",1,42,2014
16354,"Jeff Monken","David Bailiff",0,-20,2014
16354,"Gus Malzahn","Dan Mullen",0,-15,2014
16354,"Pete Lembo","Phillip John ""PJ"" Fleck",0,-4,2014
16354,"Art Briles","Gary Patterson",1,3,2014
16354,"Steve Addazio","Dave Doeren",1,16,2014
16354,"Dino Babers","Frank Solich",1,18,2014
16354,"Alex Wood","Chris Creighton",0,-10,2014
16354,"Jeff Quinn","Chris Creighton",0,-10,2014
16354,"Sonny Dykes","Chris Petersen",0,-24,2014
16354,"Dan Enos","Rod Carey",1,17,2014
16354,"Tommy Tuberville","Al Golden",0,-21,2014
16354,"Dabo Swinney","Bobby ""Bob"" Petrino",1,6,2014
16354,"Dave Baldwin","Brian Polian",1,7,2014
16354,"Jim McElwain","Brian Polian",1,7,2014
16354,"Bob Diaco","Curtis Johnson",0,-9,2014
16354,"David Cutcliffe","Paul Johnson",1,6,2014
16354,"Ruffin McNeill","Willie Taggart",1,11,2014
16354,"D.J. Durkin","Les Miles",0,-3,2014
16354,"Will Muschamp","Les Miles",0,-3,2014
16354,"Ron Turner","Larry Coker",0,-3,2014
16354,"Jimbo Fisher","Scott Shafer",1,18,2014
16354,"Mark Richt","Gary Pinkel",1,34,2014
16354,"Willie Fritz","Paul Petrino",1,23,2014
16354,"Norm Chow","Craig Bohl",1,10,2014
16354,"Tony Levine","Justin Fuente",1,4,2014
16354,"Tim Beckman","Barry Alvarez",0,-10,2014
16354,"Tim Beckman","Gary Andersen",0,-10,2014
16354,"Kevin Wilson","Kirk Ferentz",0,-16,2014
16354,"Paul Rhoads","Matt Campbell",1,7,2014
16354,"Charlie Weis","Mike Gundy",0,-7,2014
16354,"Clint Bowen","Mike Gundy",0,-7,2014
16354,"Paul Haynes","Mark Whipple",0,-23,2014
16354,"Mark Stoops","Todd Berry",1,34,2014
16354,"John ""Doc"" Holliday","Rick Stockstill",1,25,2014
16354,"Brady Hoke","James Franklin",1,5,2014
16354,"Mark Dantonio","Darrell Hazell",1,14,2014
16354,"Jerry Kill","Pat Fitzgerald",1,7,2014
16354,"Hugh Freeze","Kevin Sumlin",1,15,2014
16354,"Doug Martin","Larry Blakeney",0,-17,2014
16354,"Larry Fedora","Brian Kelly",0,-7,2014
16354,"Bob Stoops","Charlie Strong",1,5,2014
16354,"Bobby Wilder","Sean Kugler",0,-7,2014
16354,"Mark Helfrich","Jim L. Mora",1,12,2014
16354,"Matt Rhule","Bill Blankenship",1,11,2014
16354,"Kliff Kingsbury","Dana Holgorsen",0,-3,2014
16357,"Mark Hudspeth","Dennis Franchione",1,24,2014
16359,"Mike Riley","Kyle Whittingham",0,-6,2014
16359,"Paul Chryst","Frank Beamer",1,5,2014
16360,"Bryan Harsin","Tim DeRuyter",1,10,2014
16360,"Tony Levine","Matt Rhule",1,21,2014
16361,"Troy Calhoun","Bob Davie",1,4,2014
16361,"Terry Bowden","Frank Solich",0,-3,2014
16361,"Nick L. Saban","Kevin Sumlin",1,59,2014
16361,"Scott Satterfield","Larry Blakeney",1,39,2014
16361,"Todd Graham","David Shaw",1,16,2014
16361,"Bret Bielema","Mark Richt",0,-13,2014
16361,"Jeff Monken","Paul Haynes",0,-22,2014
16361,"Pete Lembo","Dan Enos",1,3,2014
16361,"Art Briles","Dana Holgorsen",0,-14,2014
16361,"Steve Addazio","Dabo Swinney",0,-4,2014
16361,"Dino Babers","Phillip John ""PJ"" Fleck",0,-12,2014
16361,"Bronco Mendenhall","Brian Polian",0,-7,2014
16361,"Sonny Dykes","Jim L. Mora",0,-2,2014
16361,"George O'Leary","Curtis Johnson",1,7,2014
16361,"Tommy Tuberville","June Jones",1,38,2014
16361,"Tommy Tuberville","Tom Mason",1,38,2014
16361,"Mike MacIntyre","Steve Sarkisian",0,-28,2014
16361,"Dave Baldwin","Matt Wells",1,3,2014
16361,"Jim McElwain","Matt Wells",1,3,2014
16361,"David Cutcliffe","Mike London",1,7,2014
16361,"Chris Creighton","Mark Whipple",0,-22,2014
16361,"D.J. Durkin","Gary Pinkel",0,-29,2014
16361,"Will Muschamp","Gary Pinkel",0,-29,2014
16361,"Charlie Partridge","Jeff Brohm",1,7,2014
16361,"Ron Turner","John ""Doc"" Holliday",0,-32,2014
16361,"Jimbo Fisher","Brian Kelly",1,4,2014
16361,"Trent Miles","Joey Jones",0,-3,2014
16361,"Paul Johnson","Larry Fedora",0,-5,2014
16361,"Norm Chow","Rocky Long",0,-10,2014
16361,"Paul Petrino","Doug Martin",1,12,2014
16361,"Kevin Wilson","Mark Dantonio",0,-39,2014
16361,"Kirk Ferentz","Randy Edsall",0,-7,2014
16361,"Paul Rhoads","Charlie Strong",0,-3,2014
16361,"Charlie Weis","Kliff Kingsbury",0,-13,2014
16361,"Clint Bowen","Kliff Kingsbury",0,-13,2014
16361,"Bill Snyder","Bob Stoops",1,1,2014
16361,"Mark Stoops","Les Miles",0,-38,2014
16361,"Skip Holtz","Larry Coker",1,7,2014
16361,"Bobby ""Bob"" Petrino","Dave Doeren",1,12,2014
16361,"Chuck Martin","Rod Carey",0,-10,2014
16361,"Jerry Kill","Darrell Hazell",1,1,2014
16361,"Hugh Freeze","Butch Jones",1,31,2014
16361,"Barney Cotton","Pat Fitzgerald",1,21,2014
16361,"Bo Pelini","Pat Fitzgerald",1,21,2014
16361,"Dan McCarney","Todd Monken",0,-10,2014
16361,"Urban Meyer","Kyle Flood",1,39,2014
16361,"Mike Gundy","Gary Patterson",0,-33,2014
16361,"Mark Helfrich","Chris Petersen",1,25,2014
16361,"Ron Caragher","Craig Bohl",1,7,2014
16361,"Willie Taggart","Bill Blankenship",1,8,2014
16361,"Scott Shafer","Dave Clawson",1,23,2014
16364,"Blake Anderson","Mark Hudspeth",0,-15,2014
16366,"Bob Diaco","Ruffin McNeill",0,-10,2014
16366,"Al Golden","Frank Beamer",1,24,2014
16367,"Bryan Harsin","Bronco Mendenhall",1,25,2014
16367,"Sonny Dykes","Mark Helfrich",0,-18,2014
16367,"Tommy Tuberville","Willie Taggart",1,17,2014
16367,"Joey Jones","Larry Blakeney",1,14,2014
16368,"Terry Bowden","Pete Lembo",0,-14,2014
16368,"Nick L. Saban","Butch Jones",1,14,2014
16368,"Rich Rodriguez","Mike Leach",1,22,2014
16368,"Todd Graham","Chris Petersen",1,14,2014
16368,"Gus Malzahn","Steve Spurrier",1,7,2014
16368,"Steve Addazio","Dave Clawson",1,6,2014
16368,"Alex Wood","Dan Enos",0,-6,2014
16368,"Jeff Quinn","Dan Enos",0,-6,2014
16368,"George O'Leary","Matt Rhule",1,20,2014
16368,"Dabo Swinney","Scott Shafer",1,10,2014
16368,"Mike MacIntyre","Jim L. Mora",0,-3,2014
16368,"Dave Baldwin","Craig Bohl",1,14,2014
16368,"Jim McElwain","Craig Bohl",1,14,2014
16368,"Chris Creighton","Rod Carey",0,-11,2014
16368,"Charlie Partridge","John ""Doc"" Holliday",0,-19,2014
16368,"Willie Fritz","Trent Miles",1,38,2014
16368,"Paul Johnson","Paul Chryst",1,28,2014
16368,"Norm Chow","Brian Polian",0,-8,2014
16368,"Tim Beckman","Jerry Kill",1,4,2014
16368,"Bill Snyder","Charlie Strong",1,23,2014
16368,"Paul Haynes","Chuck Martin",0,-7,2014
16368,"Mark Stoops","Dan Mullen",0,-14,2014
16368,"Todd Berry","Dennis Franchione",0,-4,2014
16368,"Les Miles","Hugh Freeze",1,3,2014
16368,"Skip Holtz","Todd Monken",1,11,2014
16368,"Randy Edsall","Barry Alvarez",0,-45,2014
16368,"Randy Edsall","Gary Andersen",0,-45,2014
16368,"Mark Whipple","Matt Campbell",0,-7,2014
16368,"Justin Fuente","June Jones",1,38,2014
16368,"Justin Fuente","Tom Mason",1,38,2014
16368,"Brady Hoke","Mark Dantonio",0,-24,2014
16368,"Gary Pinkel","Derek Mason",1,10,2014
16368,"Ken Niumatalolo","Ron Caragher",1,10,2014
16368,"Barney Cotton","Kyle Flood",1,18,2014
16368,"Bo Pelini","Kyle Flood",1,18,2014
16368,"Bobby Hauck","Matt Wells",0,-14,2014
16368,"Larry Fedora","Mike London",1,1,2014
16368,"Dan McCarney","David Bailiff",0,-20,2014
16368,"Frank Solich","Phillip John ""PJ"" Fleck",0,-21,2014
16368,"Urban Meyer","James Franklin",1,7,2014
16368,"Mike Gundy","Dana Holgorsen",0,-24,2014
16368,"Bobby Wilder","Jeff Brohm",0,-15,2014
16368,"Mike Riley","David Shaw",0,-24,2014
16368,"Steve Sarkisian","Kyle Whittingham",0,-3,2014
16368,"Sean Kugler","Larry Coker",1,34,2014
16368,"Gary Patterson","Kliff Kingsbury",1,55,2014
16373,"Jimbo Fisher","Bobby ""Bob"" Petrino",1,11,2014
16373,"Willie Fritz","Larry Blakeney",1,32,2014
16374,"Tommy Tuberville","Curtis Johnson",1,24,2014
16374,"Justin Fuente","Bill Blankenship",1,20,2014
16375,"Troy Calhoun","Jeff Monken",1,17,2014
16375,"Scott Satterfield","Trent Miles",1,44,2014
16375,"Rich Rodriguez","Jim L. Mora",0,-10,2014
16375,"Todd Graham","Kyle Whittingham",1,3,2014
16375,"Bret Bielema","Dan Mullen",0,-7,2014
16375,"Blake Anderson","Paul Petrino",1,16,2014
16375,"Gus Malzahn","Hugh Freeze",1,4,2014
16375,"Art Briles","Charlie Weis",1,46,2014
16375,"Art Briles","Clint Bowen",1,46,2014
16375,"Steve Addazio","Frank Beamer",1,2,2014
16375,"Bronco Mendenhall","Rick Stockstill",1,20,2014
16375,"Sonny Dykes","Mike Riley",1,14,2014
16375,"George O'Leary","Bob Diaco",0,-8,2014
16375,"Dan Enos","Chris Creighton",1,31,2014
16375,"Mike MacIntyre","Chris Petersen",0,-15,2014
16375,"Dave Baldwin","Ron Caragher",1,7,2014
16375,"Jim McElwain","Ron Caragher",1,7,2014
16375,"David Cutcliffe","Paul Chryst",1,3,2014
16375,"Ruffin McNeill","Matt Rhule",0,-10,2014
16375,"D.J. Durkin","Mark Richt",1,18,2014
16375,"Will Muschamp","Mark Richt",1,18,2014
16375,"Ron Turner","David Bailiff",0,-14,2014
16375,"Tim DeRuyter","Craig Bohl",0,-28,2014
16375,"Paul Johnson","Mike London",1,25,2014
16375,"Norm Chow","Matt Wells",0,-21,2014
16375,"Tony Levine","Willie Taggart",1,24,2014
16375,"Tim Beckman","Urban Meyer",0,-41,2014
16375,"Kevin Wilson","Brady Hoke",0,-24,2014
16375,"Kirk Ferentz","Pat Fitzgerald",1,41,2014
16375,"Paul Rhoads","Bob Stoops",0,-45,2014
16375,"Bill Snyder","Mike Gundy",1,34,2014
16375,"Mark Stoops","Gary Pinkel",0,-10,2014
16375,"Mark Hudspeth","Joey Jones",1,10,2014
16375,"Todd Berry","Kevin Sumlin",0,-5,2014
16375,"Skip Holtz","Jeff Brohm",1,49,2014
16375,"Randy Edsall","James Franklin",1,1,2014
16375,"Al Golden","Larry Fedora",1,27,2014
16375,"Chuck Martin","Phillip John ""PJ"" Fleck",0,-31,2014
16375,"Ken Niumatalolo","Brian Kelly",0,-10,2014
16375,"Barney Cotton","Darrell Hazell",1,21,2014
16375,"Bo Pelini","Darrell Hazell",1,21,2014
16375,"Brian Polian","Rocky Long",1,16,2014
16375,"Bobby Hauck","Bob Davie",0,-3,2014
16375,"Doug Martin","Dennis Franchione",0,-8,2014
16375,"Dave Doeren","Scott Shafer",1,7,2014
16375,"Bobby Wilder","Derek Mason",0,-14,2014
16375,"Mark Helfrich","David Shaw",1,29,2014
16375,"Kyle Flood","Barry Alvarez",0,-37,2014
16375,"Kyle Flood","Gary Andersen",0,-37,2014
16375,"Steve Spurrier","Butch Jones",0,-3,2014
16375,"Steve Sarkisian","Mike Leach",1,27,2014
16375,"Todd Monken","Sean Kugler",0,-21,2014
16375,"Charlie Strong","Kliff Kingsbury",1,21,2014
16375,"Gary Patterson","Dana Holgorsen",1,1,2014
16378,"Terry Bowden","Dino Babers",0,-17,2014
16378,"Paul Haynes","Matt Campbell",0,-10,2014
16379,"Pete Lembo","Rod Carey",0,-14,2014
16379,"Alex Wood","Frank Solich",0,-23,2014
16379,"Jeff Quinn","Frank Solich",0,-23,2014
16380,"Dabo Swinney","Dave Clawson",1,14,2014
16381,"Justin Fuente","Matt Rhule",1,3,2014
16381,"Matt Wells","Craig Bohl",1,17,2014
16382,"Troy Calhoun","Bobby Hauck",1,27,2014
16382,"Nick L. Saban","Les Miles",1,7,2014
16382,"Scott Satterfield","Todd Berry",1,2,2014
16382,"Rich Rodriguez","Mike MacIntyre",1,18,2014
16382,"Todd Graham","Brian Kelly",1,24,2014
16382,"Blake Anderson","Joey Jones",1,35,2014
16382,"Jeff Monken","Bob Diaco",1,14,2014
16382,"Gus Malzahn","Kevin Sumlin",0,-3,2014
16382,"Art Briles","Bob Stoops",1,34,2014
16382,"Bryan Harsin","Bob Davie",1,11,2014
16382,"Steve Addazio","Bobby ""Bob"" Petrino",0,-19,2014
16382,"Dave Baldwin","Norm Chow",1,27,2014
16382,"Jim McElwain","Norm Chow",1,27,2014
16382,"David Cutcliffe","Scott Shafer",1,17,2014
16382,"D.J. Durkin","Derek Mason",1,24,2014
16382,"Will Muschamp","Derek Mason",1,24,2014
16382,"Charlie Partridge","Dan McCarney",0,-21,2014
16382,"Ron Turner","Bobby Wilder",0,-3,2014
16382,"Jimbo Fisher","Mike London",1,14,2014
16382,"Tim DeRuyter","Ron Caragher",1,14,2014
16382,"Mark Richt","Mark Stoops",1,32,2014
16382,"Willie Fritz","Dennis Franchione",1,3,2014
16382,"Trent Miles","Larry Blakeney",0,-24,2014
16382,"Paul Johnson","Dave Doeren",1,33,2014
16382,"Tony Levine","Curtis Johnson",0,-7,2014
16382,"Paul Petrino","Rocky Long",0,-14,2014
16382,"Kevin Wilson","James Franklin",0,-6,2014
16382,"Kirk Ferentz","Jerry Kill",0,-37,2014
16382,"Paul Rhoads","Charlie Weis",0,-20,2014
16382,"Paul Rhoads","Clint Bowen",0,-20,2014
16382,"Bill Snyder","Gary Patterson",0,-21,2014
16382,"Mark Hudspeth","Doug Martin",1,28,2014
16382,"John ""Doc"" Holliday","Todd Monken",1,46,2014
16382,"Brady Hoke","Pat Fitzgerald",1,1,2014
16382,"Mark Dantonio","Urban Meyer",0,-12,2014
16382,"Mark Helfrich","Kyle Whittingham",1,24,2014
16382,"Mike Riley","Mike Leach",0,-7,2014
16382,"Darrell Hazell","Barry Alvarez",0,-18,2014
16382,"Darrell Hazell","Gary Andersen",0,-18,2014
16382,"David Bailiff","Larry Coker",1,10,2014
16382,"June Jones","Bill Blankenship",0,-10,2014
16382,"Tom Mason","Bill Blankenship",0,-10,2014
16382,"Charlie Strong","Dana Holgorsen",1,17,2014
16382,"Sean Kugler","Jeff Brohm",0,-8,2014
16382,"Jim L. Mora","Chris Petersen",1,14,2014
16385,"Terry Bowden","Alex Wood",0,-31,2014
16385,"Terry Bowden","Jeff Quinn",0,-31,2014
16385,"Rod Carey","Matt Campbell",1,3,2014
16386,"Pete Lembo","Mark Whipple",0,-14,2014
16386,"Dino Babers","Paul Haynes",1,10,2014
16387,"Sonny Dykes","Steve Sarkisian",0,-8,2014
16387,"Tommy Tuberville","Ruffin McNeill",1,8,2014
16387,"Todd Monken","Larry Coker",0,-2,2014
16388,"George O'Leary","Bill Blankenship",1,24,2014
16389,"Troy Calhoun","Brian Polian",1,7,2014
16389,"Nick L. Saban","Dan Mullen",1,5,2014
16389,"Scott Satterfield","Blake Anderson",1,5,2014
16389,"Rich Rodriguez","Chris Petersen",1,1,2014
16389,"Todd Graham","Mike Riley",0,-8,2014
16389,"Bret Bielema","Les Miles",1,17,2014
16389,"Jeff Monken","Jeff Brohm",0,-28,2014
16389,"Gus Malzahn","Mark Richt",0,-27,2014
16389,"Bryan Harsin","Rocky Long",1,9,2014
16389,"Bronco Mendenhall","Bobby Hauck",1,19,2014
16389,"Dan Enos","Chuck Martin",1,7,2014
16389,"Dabo Swinney","Paul Johnson",0,-22,2014
16389,"David Cutcliffe","Frank Beamer",0,-1,2014
16389,"Chris Creighton","Phillip John ""PJ"" Fleck",0,-44,2014
16389,"D.J. Durkin","Steve Spurrier",0,-3,2014
16389,"Will Muschamp","Steve Spurrier",0,-3,2014
16389,"Ron Turner","Rick Stockstill",1,10,2014
16389,"Jimbo Fisher","Al Golden",1,4,2014
16389,"Willie Fritz","Ken Niumatalolo",0,-33,2014
16389,"Norm Chow","Ron Caragher",1,13,2014
16389,"Paul Petrino","Larry Blakeney",0,-17,2014
16389,"Tim Beckman","Kirk Ferentz",0,-16,2014
16389,"Kevin Wilson","Kyle Flood",0,-22,2014
16389,"Charlie Weis","Gary Patterson",0,-4,2014
16389,"Clint Bowen","Gary Patterson",0,-4,2014
16389,"Mark Stoops","Butch Jones",0,-34,2014
16389,"Mark Hudspeth","Todd Berry",1,7,2014
16389,"John ""Doc"" Holliday","David Bailiff",1,27,2014
16389,"Randy Edsall","Mark Dantonio",0,-22,2014
16389,"Justin Fuente","Curtis Johnson",1,31,2014
16389,"Jerry Kill","Urban Meyer",0,-7,2014
16389,"Gary Pinkel","Kevin Sumlin",1,7,2014
16389,"Barney Cotton","Barry Alvarez",0,-35,2014
16389,"Barney Cotton","Gary Andersen",0,-35,2014
16389,"Bo Pelini","Barry Alvarez",0,-35,2014
16389,"Bo Pelini","Gary Andersen",0,-35,2014
16389,"Bob Davie","Matt Wells",0,-7,2014
16389,"Larry Fedora","Paul Chryst",1,5,2014
16389,"Dave Doeren","Dave Clawson",1,29,2014
16389,"Dan McCarney","Sean Kugler",0,-18,2014
16389,"Pat Fitzgerald","Brian Kelly",1,3,2014
16389,"Bob Stoops","Kliff Kingsbury",1,12,2014
16389,"Mike Gundy","Charlie Strong",0,-21,2014
16389,"James Franklin","Matt Rhule",1,17,2014
16389,"Joey Jones","Dennis Franchione",1,4,2014
16389,"Willie Taggart","June Jones",1,1,2014
16389,"Willie Taggart","Tom Mason",1,1,2014
16389,"David Shaw","Kyle Whittingham",0,-3,2014
16392,"Terry Bowden","Mark Whipple",1,24,2014
16392,"Rod Carey","Frank Solich",1,7,2014
16393,"Dino Babers","Matt Campbell",0,-7,2014
16394,"Blake Anderson","Dennis Franchione",0,-18,2014
16394,"David Cutcliffe","Larry Fedora",0,-25,2014
16394,"Bill Snyder","Dana Holgorsen",1,6,2014
16395,"Troy Calhoun","Rocky Long",0,-16,2014
16395,"David Bailiff","Sean Kugler",1,18,2014
16395,"Ron Caragher","Matt Wells",0,-34,2014
16396,"Scott Satterfield","Mark Hudspeth",1,19,2014
16396,"Rich Rodriguez","Kyle Whittingham",1,32,2014
16396,"Todd Graham","Mike Leach",1,21,2014
16396,"Bret Bielema","Hugh Freeze",1,30,2014
16396,"Pete Lembo","Chris Creighton",1,15,2014
16396,"Art Briles","Mike Gundy",1,21,2014
16396,"Bryan Harsin","Craig Bohl",1,49,2014
16396,"Steve Addazio","Jimbo Fisher",0,-3,2014
16396,"Sonny Dykes","David Shaw",0,-21,2014
16396,"George O'Leary","June Jones",1,46,2014
16396,"George O'Leary","Tom Mason",1,46,2014
16396,"Dan Enos","Phillip John ""PJ"" Fleck",0,-12,2014
16396,"Tommy Tuberville","Bob Diaco",1,41,2014
16396,"Dabo Swinney","Trent Miles",1,28,2014
16396,"Mike MacIntyre","Mark Helfrich",0,-34,2014
16396,"Dave Baldwin","Bob Davie",1,38,2014
16396,"Jim McElwain","Bob Davie",1,38,2014
16396,"Ruffin McNeill","Curtis Johnson",1,28,2014
16396,"Charlie Partridge","Rick Stockstill",0,-1,2014
16396,"Ron Turner","Dan McCarney",0,-3,2014
16396,"Tim DeRuyter","Brian Polian",1,20,2014
16396,"Norm Chow","Bobby Hauck",1,2,2014
16396,"Tony Levine","Bill Blankenship",1,10,2014
16396,"Tim Beckman","James Franklin",1,2,2014
16396,"Kevin Wilson","Urban Meyer",0,-15,2014
16396,"Kirk Ferentz","Barry Alvarez",0,-2,2014
16396,"Kirk Ferentz","Gary Andersen",0,-2,2014
16396,"Paul Rhoads","Kliff Kingsbury",0,-3,2014
16396,"Charlie Weis","Bob Stoops",0,-37,2014
16396,"Clint Bowen","Bob Stoops",0,-37,2014
16396,"Todd Berry","Doug Martin",1,13,2014
16396,"Skip Holtz","Bobby Wilder",0,-3,2014
16396,"Bobby ""Bob"" Petrino","Brian Kelly",1,3,2014
16396,"Randy Edsall","Brady Hoke",1,7,2014
16396,"Justin Fuente","Willie Taggart",1,11,2014
16396,"Al Golden","Mike London",0,-17,2014
16396,"Mark Dantonio","Kyle Flood",1,42,2014
16396,"Jerry Kill","Barney Cotton",1,4,2014
16396,"Jerry Kill","Bo Pelini",1,4,2014
16396,"Dan Mullen","Derek Mason",1,51,2014
16396,"Gary Pinkel","Butch Jones",1,8,2014
16396,"Pat Fitzgerald","Darrell Hazell",1,24,2014
16396,"Mike Riley","Chris Petersen",0,-24,2014
16396,"Paul Chryst","Scott Shafer",1,23,2014
16396,"Joey Jones","Steve Spurrier",0,-25,2014
16396,"Steve Sarkisian","Jim L. Mora",0,-18,2014
16396,"Larry Coker","Jeff Brohm",0,-38,2014
16396,"Frank Beamer","Dave Clawson",0,-3,2014
16399,"Chuck Martin","Frank Solich",0,-3,2014
16401,"Les Miles","Kevin Sumlin",1,6,2014
16401,"Charlie Strong","Gary Patterson",0,-38,2014
16402,"Troy Calhoun","Dave Baldwin",1,3,2014
16402,"Troy Calhoun","Jim McElwain",1,3,2014
16402,"Terry Bowden","Paul Haynes",0,-3,2014
16402,"Rich Rodriguez","Todd Graham",1,7,2014
16402,"Bret Bielema","Gary Pinkel",0,-7,2014
16402,"Pete Lembo","Dino Babers",1,17,2014
16402,"Alex Wood","Mark Whipple",1,20,2014
16402,"Jeff Quinn","Mark Whipple",1,20,2014
16402,"George O'Leary","Willie Taggart",1,16,2014
16402,"Ruffin McNeill","Bill Blankenship",1,17,2014
16402,"Chris Creighton","Matt Campbell",0,-36,2014
16402,"Tony Levine","June Jones",1,26,2014
16402,"Tony Levine","Tom Mason",1,26,2014
16402,"Kirk Ferentz","Barney Cotton",0,-3,2014
16402,"Kirk Ferentz","Bo Pelini",0,-3,2014
16402,"John ""Doc"" Holliday","Jeff Brohm",0,-1,2014
16402,"Ken Niumatalolo","Joey Jones",1,2,2014
16402,"Rod Carey","Phillip John ""PJ"" Fleck",1,10,2014
16402,"David Shaw","Jim L. Mora",1,21,2014
16402,"Mike London","Frank Beamer",0,-4,2014
16403,"Nick L. Saban","Gus Malzahn",1,11,2014
16403,"Scott Satterfield","Paul Petrino",1,17,2014
16403,"Blake Anderson","Doug Martin",1,33,2014
16403,"Art Briles","Kliff Kingsbury",1,2,2014
16403,"Bryan Harsin","Matt Wells",1,31,2014
16403,"Steve Addazio","Scott Shafer",1,21,2014
16403,"Bronco Mendenhall","Sonny Dykes",1,7,2014
16403,"Tommy Tuberville","Matt Rhule",1,8,2014
16403,"Dabo Swinney","Steve Spurrier",1,18,2014
16403,"Mike MacIntyre","Kyle Whittingham",0,-4,2014
16403,"Bob Diaco","Justin Fuente",0,-31,2014
