"date","coach","coach2","coach_win","coach_margin","year"
16403,"David Cutcliffe","Dave Clawson",1,20,2014
16403,"D.J. Durkin","Jimbo Fisher",0,-5,2014
16403,"Will Muschamp","Jimbo Fisher",0,-5,2014
16403,"Charlie Partridge","Bobby Wilder",0,-3,2014
16403,"Tim DeRuyter","Norm Chow",1,7,2014
16403,"Mark Richt","Paul Johnson",0,-6,2014
16403,"Willie Fritz","Todd Berry",1,6,2014
16403,"Trent Miles","Dennis Franchione",0,-23,2014
16403,"Tim Beckman","Pat Fitzgerald",1,14,2014
16403,"Kevin Wilson","Darrell Hazell",1,7,2014
16403,"Paul Rhoads","Dana Holgorsen",0,-13,2014
16403,"Charlie Weis","Bill Snyder",0,-38,2014
16403,"Clint Bowen","Bill Snyder",0,-38,2014
16403,"Mark Stoops","Bobby ""Bob"" Petrino",0,-4,2014
16403,"Mark Hudspeth","Larry Blakeney",1,19,2014
16403,"Skip Holtz","David Bailiff",1,45,2014
16403,"Randy Edsall","Kyle Flood",0,-3,2014
16403,"Al Golden","Paul Chryst",0,-12,2014
16403,"Brady Hoke","Urban Meyer",0,-14,2014
16403,"Mark Dantonio","James Franklin",1,24,2014
16403,"Rick Stockstill","Sean Kugler",0,-3,2014
16403,"Jerry Kill","Barry Alvarez",0,-10,2014
16403,"Jerry Kill","Gary Andersen",0,-10,2014
16403,"Hugh Freeze","Dan Mullen",1,14,2014
16403,"Brian Polian","Bobby Hauck",1,22,2014
16403,"Bob Davie","Craig Bohl",1,6,2014
16403,"Larry Fedora","Dave Doeren",0,-28,2014
16403,"Dan McCarney","Larry Coker",0,-7,2014
16403,"Brian Kelly","Steve Sarkisian",0,-35,2014
16403,"Mark Helfrich","Mike Riley",1,28,2014
16403,"Rocky Long","Ron Caragher",1,31,2014
16403,"Butch Jones","Derek Mason",1,7,2014
16403,"Chris Petersen","Mike Leach",1,18,2014
16408,"George O'Leary","Ruffin McNeill",1,2,2014
16409,"Rich Rodriguez","Mark Helfrich",0,-38,2014
16409,"Dino Babers","Rod Carey",0,-34,2014
16410,"Nick L. Saban","Gary Pinkel",1,29,2014
16410,"Art Briles","Bill Snyder",1,11,2014
16410,"Bryan Harsin","Tim DeRuyter",1,14,2014
16410,"Tommy Tuberville","Tony Levine",1,7,2014
16410,"Bob Diaco","June Jones",0,-7,2014
16410,"Bob Diaco","Tom Mason",0,-7,2014
16410,"Jimbo Fisher","Paul Johnson",1,2,2014
16410,"Paul Rhoads","Gary Patterson",0,-52,2014
16410,"Skip Holtz","John ""Doc"" Holliday",0,-3,2014
16410,"Urban Meyer","Barry Alvarez",1,59,2014
16410,"Urban Meyer","Gary Andersen",1,59,2014
16410,"Bob Stoops","Mike Gundy",0,-3,2014
16410,"Matt Rhule","Curtis Johnson",1,7,2014
16417,"Jeff Monken","Ken Niumatalolo",0,-7,2014
16424,"Troy Calhoun","Phillip John ""PJ"" Fleck",1,14,2014
16424,"Dino Babers","Joey Jones",1,5,2014
16424,"Dave Baldwin","Kyle Whittingham",0,-35,2014
16424,"Jim McElwain","Kyle Whittingham",0,-35,2014
16424,"Mark Hudspeth","Brian Polian",1,13,2014
16424,"Sean Kugler","Matt Wells",0,-15,2014
16426,"Bronco Mendenhall","Justin Fuente",0,-7,2014
16427,"John ""Doc"" Holliday","Rod Carey",1,29,2014
16428,"Dan Enos","Jeff Brohm",0,-1,2014
16428,"Tim DeRuyter","David Bailiff",0,-24,2014
16428,"Ken Niumatalolo","Rocky Long",1,1,2014
16430,"George O'Leary","Dave Doeren",0,-7,2014
16430,"Tim Beckman","Skip Holtz",0,-17,2014
16430,"Larry Fedora","Kyle Flood",0,-19,2014
16431,"Todd Graham","David Cutcliffe",1,5,2014
16431,"Steve Addazio","James Franklin",0,-1,2014
16431,"Tommy Tuberville","Frank Beamer",0,-16,2014
16431,"Al Golden","Steve Spurrier",0,-3,2014
16431,"Barney Cotton","Steve Sarkisian",0,-3,2014
16431,"Bo Pelini","Steve Sarkisian",0,-3,2014
16433,"Bret Bielema","Charlie Strong",1,24,2014
16433,"Dabo Swinney","Bob Stoops",1,34,2014
16433,"Kevin Sumlin","Dana Holgorsen",1,8,2014
16434,"Mark Richt","Bobby ""Bob"" Petrino",1,23,2014
16434,"Les Miles","Brian Kelly",0,-3,2014
16434,"Randy Edsall","David Shaw",0,-24,2014
16435,"Rich Rodriguez","Bryan Harsin",0,-8,2014
16435,"Paul Johnson","Dan Mullen",1,15,2014
16435,"Hugh Freeze","Gary Patterson",0,-39,2014
16436,"Nick L. Saban","Urban Meyer",0,-7,2014
16436,"Gus Malzahn","Barry Alvarez",0,-3,2014
16436,"Gus Malzahn","Gary Andersen",0,-3,2014
16436,"Art Briles","Mark Dantonio",0,-1,2014
16436,"Jimbo Fisher","Mark Helfrich",0,-39,2014
16436,"Jerry Kill","Gary Pinkel",0,-16,2014
16437,"Tony Levine","Paul Chryst",1,1,2014
16437,"Kirk Ferentz","Butch Jones",0,-17,2014
16437,"Bill Snyder","Jim L. Mora",0,-5,2014
16437,"Mike Gundy","Chris Petersen",1,8,2014
16438,"Ruffin McNeill","D.J. Durkin",0,-8,2014
16438,"Ruffin McNeill","Will Muschamp",0,-8,2014
16439,"Blake Anderson","Matt Campbell",0,-19,2014
16447,"Urban Meyer","Mark Helfrich",1,22,2014
16681,"Rich Rodriguez","Larry Coker",1,10,2015
16681,"Danny Barret","Ron Turner",0,-1,2015
16681,"George O'Leary","Ron Turner",0,-1,2015
16681,"John Bonamego","Mike Gundy",0,-11,2015
16681,"Mike MacIntyre","Norm Chow",0,-8,2015
16681,"David Cutcliffe","Curtis Johnson",1,30,2015
16681,"Paul Petrino","Frank Solich",0,-17,2015
16681,"Jim Harbaugh","Kyle Whittingham",0,-7,2015
16681,"Jerry Kill","Gary Patterson",0,-6,2015
16681,"Tracy Claeys","Gary Patterson",0,-6,2015
16681,"Larry Fedora","Shawn Elliott",0,-4,2015
16681,"Larry Fedora","Steve Spurrier",0,-4,2015
16681,"Derek Mason","Jeff Brohm",0,-2,2015
16682,"Art Briles","Chad Morris",1,35,2015
16682,"Bryan Harsin","Chris Petersen",1,3,2015
16682,"Trent Miles","Brad Lambert",0,-3,2015
16682,"Mark Dantonio","Phillip John ""PJ"" Fleck",1,13,2015
16683,"Terry Bowden","Bob Stoops",0,-38,2015
16683,"Nick L. Saban","Paul Chryst",1,18,2015
16683,"Todd Graham","Kevin Sumlin",0,-21,2015
16683,"Bret Bielema","Sean Kugler",1,35,2015
16683,"Blake Anderson","Clay Helton",0,-49,2015
16683,"Blake Anderson","Steve Sarkisian",0,-49,2015
16683,"Gus Malzahn","Bobby ""Bob"" Petrino",1,7,2015
16683,"Dino Babers","Butch Jones",0,-29,2015
16683,"Bronco Mendenhall","Mike Riley",1,5,2015
16683,"Chris Creighton","Bobby Wilder",0,-4,2015
16683,"Jim McElwain","Doug Martin",1,48,2015
16683,"Charlie Partridge","Philip Montgomery",0,-3,2015
16683,"Jimbo Fisher","Dennis Franchione",1,43,2015
16683,"Bryan McClendon","John Mumford",1,37,2015
16683,"Bryan McClendon","Todd Berry",1,37,2015
16683,"Mark Richt","John Mumford",1,37,2015
16683,"Mark Richt","Todd Berry",1,37,2015
16683,"Dell McGee","Dana Holgorsen",0,-44,2015
16683,"Willie Fritz","Dana Holgorsen",0,-44,2015
16683,"Bill Cubit","Paul Haynes",1,49,2015
16683,"Mark Stoops","Mark Hudspeth",1,7,2015
16683,"Dan Mullen","Todd Monken",1,18,2015
16683,"Tony Sanchez","Rod Carey",0,-8,2015
16683,"Dave Doeren","Neal Brown",1,28,2015
16683,"Pat Fitzgerald","David Shaw",1,10,2015
16683,"Brian Kelly","Charlie Strong",1,35,2015
16683,"James Franklin","Matt Rhule",0,-17,2015
16683,"Jim L. Mora","Mike London",1,18,2015
16684,"John ""Doc"" Holliday","Darrell Hazell",1,10,2015
16685,"Urban Meyer","Frank Beamer",1,18,2015
16688,"Skip Holtz","Jeff Brohm",0,-3,2015
16689,"Charlie Partridge","Al Golden",0,-24,2015
16689,"Charlie Partridge","Larry Scott",0,-24,2015
16689,"Kyle Whittingham","Matt Wells",1,10,2015
16690,"Troy Calhoun","Ron Caragher",1,21,2015
16690,"Terry Bowden","Pat Narduzzi",0,-17,2015
16690,"Nick L. Saban","Rick Stockstill",1,27,2015
16690,"Scott Satterfield","Dabo Swinney",0,-31,2015
16690,"Rich Rodriguez","Brian Polian",1,24,2015
16690,"Bret Bielema","Matt Campbell",0,-4,2015
16690,"Blake Anderson","Gary Pinkel",0,-7,2015
16690,"Jeff Monken","Bob Diaco",0,-5,2015
16690,"Pete Lembo","Kevin Sumlin",0,-33,2015
16690,"Bryan Harsin","Bronco Mendenhall",0,-11,2015
16690,"Dino Babers","Mike Locksley",1,21,2015
16690,"Dino Babers","Randy Edsall",1,21,2015
16690,"Lance Leipold","James Franklin",0,-13,2015
16690,"Sonny Dykes","Rocky Long",1,28,2015
16690,"Danny Barret","David Shaw",0,-24,2015
16690,"George O'Leary","David Shaw",0,-24,2015
16690,"Tommy Tuberville","Matt Rhule",0,-8,2015
16690,"Mike MacIntyre","Mark Whipple",1,34,2015
16690,"Mike Bobo","Jerry Kill",0,-3,2015
16690,"Mike Bobo","Tracy Claeys",0,-3,2015
16690,"Ruffin McNeill","Jim McElwain",0,-7,2015
16690,"Chris Creighton","Craig Bohl",1,19,2015
16690,"Ron Turner","Kevin Wilson",0,-14,2015
16690,"Jimbo Fisher","Willie Taggart",1,20,2015
16690,"Tim DeRuyter","Hugh Freeze",0,-52,2015
16690,"Bryan McClendon","Derek Mason",1,17,2015
16690,"Mark Richt","Derek Mason",1,17,2015
16690,"Dell McGee","Phillip John ""PJ"" Fleck",1,26,2015
16690,"Willie Fritz","Phillip John ""PJ"" Fleck",1,26,2015
16690,"Trent Miles","Doug Martin",1,2,2015
16690,"Paul Johnson","Curtis Johnson",1,55,2015
16690,"Norm Chow","Urban Meyer",0,-38,2015
16690,"Tom Herman","Bobby ""Bob"" Petrino",1,3,2015
16690,"Paul Petrino","Clay Helton",0,-50,2015
16690,"Paul Petrino","Steve Sarkisian",0,-50,2015
16690,"Kirk Ferentz","Paul Rhoads",1,14,2015
16690,"David Beaty","Darrell Dickey",0,-32,2015
16690,"David Beaty","Justin Fuente",0,-32,2015
16690,"Bill Snyder","Larry Coker",1,27,2015
16690,"Mark Stoops","Shawn Elliott",1,4,2015
16690,"Mark Stoops","Steve Spurrier",1,4,2015
16690,"Les Miles","Dan Mullen",1,2,2015
16690,"John ""Doc"" Holliday","Frank Solich",0,-11,2015
16690,"Chuck Martin","Paul Chryst",0,-58,2015
16690,"Jim Harbaugh","Gary Andersen",1,28,2015
16690,"Mark Dantonio","Mark Helfrich",1,3,2015
16690,"Mike Riley","Joey Jones",1,39,2015
16690,"Tony Sanchez","Jim L. Mora",0,-34,2015
16690,"Bob Davie","Philip Montgomery",0,-19,2015
16690,"Dan McCarney","Chad Morris",0,-18,2015
16690,"Mike Canales & Chris Cosh","Chad Morris",0,-18,2015
16690,"Brian Kelly","Mike London",1,7,2015
16690,"Bob Stoops","Butch Jones",1,7,2015
16690,"David Bailiff","Charlie Strong",0,-14,2015
16690,"Kyle Flood","Mike Leach",0,-3,2015
16690,"Scott Shafer","Dave Clawson",1,13,2015
16690,"Sean Kugler","Kliff Kingsbury",0,-49,2015
16695,"Dabo Swinney","Bobby ""Bob"" Petrino",1,3,2015
16696,"Todd Graham","Bob Davie",1,24,2015
16696,"Steve Addazio","Jimbo Fisher",0,-14,2015
16697,"Troy Calhoun","Mark Dantonio",0,-14,2015
16697,"Nick L. Saban","Hugh Freeze",0,-6,2015
16697,"Bret Bielema","Kliff Kingsbury",0,-11,2015
16697,"Jeff Monken","Dave Clawson",0,-3,2015
16697,"Gus Malzahn","Les Miles",0,-24,2015
16697,"Pete Lembo","Chris Creighton",1,11,2015
16697,"Dino Babers","Darrell Dickey",0,-3,2015
16697,"Dino Babers","Justin Fuente",0,-3,2015
16697,"Bronco Mendenhall","Jim L. Mora",0,-1,2015
16697,"Lance Leipold","Charlie Partridge",1,18,2015
16697,"Sonny Dykes","Charlie Strong",1,1,2015
16697,"John Bonamego","Scott Shafer",0,-3,2015
16697,"Tommy Tuberville","Chuck Martin",1,4,2015
16697,"Mike MacIntyre","Mike Bobo",1,3,2015
16697,"Bob Diaco","Gary Pinkel",0,-3,2015
16697,"David Cutcliffe","Pat Fitzgerald",0,-9,2015
16697,"Ruffin McNeill","Ken Niumatalolo",0,-24,2015
16697,"Jim McElwain","Mark Stoops",1,5,2015
16697,"Tim DeRuyter","Kyle Whittingham",0,-21,2015
16697,"Bryan McClendon","Shawn Elliott",1,32,2015
16697,"Bryan McClendon","Steve Spurrier",1,32,2015
16697,"Mark Richt","Shawn Elliott",1,32,2015
16697,"Mark Richt","Steve Spurrier",1,32,2015
16697,"Trent Miles","Mark Helfrich",0,-33,2015
16697,"Paul Johnson","Brian Kelly",0,-8,2015
16697,"Bill Cubit","Larry Fedora",0,-34,2015
16697,"Kevin Wilson","Jeff Brohm",1,3,2015
16697,"Kirk Ferentz","Pat Narduzzi",1,3,2015
16697,"Paul Rhoads","Matt Campbell",0,-7,2015
16697,"Bill Snyder","Skip Holtz",1,6,2015
16697,"Paul Haynes","Jerry Kill",0,-3,2015
16697,"Paul Haynes","Tracy Claeys",0,-3,2015
16697,"Mike Locksley","Willie Taggart",1,18,2015
16697,"Randy Edsall","Willie Taggart",1,18,2015
16697,"Mark Whipple","Matt Rhule",0,-2,2015
16697,"Al Golden","Mike Riley",1,3,2015
16697,"Larry Scott","Mike Riley",1,3,2015
16697,"Jim Harbaugh","Tony Sanchez",1,21,2015
16697,"Rick Stockstill","Brad Lambert",1,59,2015
16697,"Brian Polian","Kevin Sumlin",0,-17,2015
16697,"Doug Martin","Sean Kugler",0,-3,2015
16697,"Dave Doeren","Bobby Wilder",1,24,2015
16697,"Dan McCarney","David Bailiff",0,-14,2015
16697,"Mike Canales & Chris Cosh","David Bailiff",0,-14,2015
16697,"Rod Carey","Urban Meyer",0,-7,2015
16697,"Bob Stoops","Philip Montgomery",1,14,2015
16697,"Mike Gundy","Larry Coker",1,55,2015
16697,"Gary Andersen","Ron Caragher",1,14,2015
16697,"James Franklin","Kyle Flood",1,25,2015
16697,"Darrell Hazell","Frank Beamer",0,-27,2015
16697,"Rocky Long","Joey Jones",0,-7,2015
16697,"Clay Helton","David Shaw",0,-10,2015
16697,"Steve Sarkisian","David Shaw",0,-10,2015
16697,"Chad Morris","Gary Patterson",0,-19,2015
16697,"Todd Monken","Dennis Franchione",1,6,2015
16697,"Neal Brown","Paul Chryst",0,-25,2015
16697,"Matt Wells","Chris Petersen",0,-14,2015
16697,"Mike Leach","Craig Bohl",1,17,2015
16702,"Tommy Tuberville","Darrell Dickey",0,-7,2015
16702,"Tommy Tuberville","Justin Fuente",0,-7,2015
16703,"Bryan Harsin","Mike London",1,42,2015
16703,"Gary Andersen","David Shaw",0,-18,2015
16704,"Terry Bowden","Mark Hudspeth",1,21,2015
16704,"Nick L. Saban","John Mumford",1,34,2015
16704,"Nick L. Saban","Todd Berry",1,34,2015
16704,"Scott Satterfield","Bobby Wilder",1,49,2015
16704,"Rich Rodriguez","Jim L. Mora",0,-26,2015
16704,"Todd Graham","Clay Helton",0,-28,2015
16704,"Todd Graham","Steve Sarkisian",0,-28,2015
16704,"Bret Bielema","Kevin Sumlin",0,-7,2015
16704,"Blake Anderson","Matt Campbell",0,-30,2015
16704,"Jeff Monken","Chris Creighton",1,22,2015
16704,"Gus Malzahn","Dan Mullen",0,-8,2015
16704,"Pete Lembo","Pat Fitzgerald",0,-5,2015
16704,"Art Briles","David Bailiff",1,53,2015
16704,"Steve Addazio","Rod Carey",1,3,2015
16704,"Dino Babers","Darrell Hazell",1,7,2015
16704,"Bronco Mendenhall","Jim Harbaugh",0,-31,2015
16704,"Lance Leipold","Brian Polian",0,-3,2015
16704,"Sonny Dykes","Chris Petersen",1,6,2015
16704,"Danny Barret","Shawn Elliott",0,-17,2015
16704,"Danny Barret","Steve Spurrier",0,-17,2015
16704,"George O'Leary","Shawn Elliott",0,-17,2015
16704,"George O'Leary","Steve Spurrier",0,-17,2015
16704,"John Bonamego","Mark Dantonio",0,-20,2015
16704,"Mike Bobo","Larry Coker",1,2,2015
16704,"Bob Diaco","Ken Niumatalolo",0,-10,2015
16704,"David Cutcliffe","Paul Johnson",1,14,2015
16704,"Ruffin McNeill","Frank Beamer",1,7,2015
16704,"Jim McElwain","Butch Jones",1,1,2015
16704,"Charlie Partridge","Brad Lambert",1,10,2015
16704,"Ron Turner","Skip Holtz",0,-10,2015
16704,"Tim DeRuyter","Ron Caragher",0,-26,2015
16704,"Dell McGee","Paul Petrino",1,24,2015
16704,"Willie Fritz","Paul Petrino",1,24,2015
16704,"Norm Chow","Paul Chryst",0,-28,2015
16704,"Tom Herman","Dennis Franchione",1,45,2015
16704,"Bill Cubit","Rick Stockstill",1,2,2015
16704,"Kevin Wilson","Dave Clawson",1,7,2015
16704,"Kirk Ferentz","Dan McCarney",1,46,2015
16704,"Kirk Ferentz","Mike Canales & Chris Cosh",1,46,2015
16704,"David Beaty","Kyle Flood",0,-13,2015
16704,"Paul Haynes","John ""Doc"" Holliday",0,-7,2015
16704,"Mark Stoops","Gary Pinkel",1,8,2015
16704,"Les Miles","Scott Shafer",1,10,2015
16704,"Mike Locksley","Dana Holgorsen",0,-39,2015
16704,"Randy Edsall","Dana Holgorsen",0,-39,2015
16704,"Mark Whipple","Brian Kelly",0,-35,2015
16704,"Chuck Martin","Jeff Brohm",0,-42,2015
16704,"Jerry Kill","Frank Solich",1,3,2015
16704,"Tracy Claeys","Frank Solich",1,3,2015
16704,"Hugh Freeze","Derek Mason",1,11,2015
16704,"Mike Riley","Todd Monken",1,8,2015
16704,"Bob Davie","Craig Bohl",1,10,2015
16704,"Dave Doeren","Joey Jones",1,50,2015
16704,"Urban Meyer","Phillip John ""PJ"" Fleck",1,26,2015
16704,"Mike Gundy","Charlie Strong",1,3,2015
16704,"Mark Helfrich","Kyle Whittingham",0,-42,2015
16704,"James Franklin","Rocky Long",1,16,2015
16704,"Gary Patterson","Kliff Kingsbury",1,3,2015
16709,"Tommy Tuberville","Al Golden",1,11,2015
16709,"Tommy Tuberville","Larry Scott",1,11,2015
16710,"Bronco Mendenhall","Bob Diaco",1,17,2015
16710,"Darrell Dickey","Willie Taggart",1,7,2015
16710,"Justin Fuente","Willie Taggart",1,7,2015
16710,"Brad Lambert","Matt Rhule",0,-34,2015
16711,"Troy Calhoun","Ken Niumatalolo",0,-22,2015
16711,"Terry Bowden","Frank Solich",0,-2,2015
16711,"Nick L. Saban","Bryan McClendon",1,28,2015
16711,"Nick L. Saban","Mark Richt",1,28,2015
16711,"Scott Satterfield","Craig Bohl",1,18,2015
16711,"Rich Rodriguez","David Shaw",0,-38,2015
16711,"Todd Graham","Jim L. Mora",1,15,2015
16711,"Bret Bielema","Butch Jones",1,4,2015
16711,"Blake Anderson","Paul Petrino",1,14,2015
16711,"Jeff Monken","James Franklin",0,-6,2015
16711,"Gus Malzahn","Ron Caragher",1,14,2015
16711,"Pete Lembo","Matt Campbell",0,-14,2015
16711,"Art Briles","Kliff Kingsbury",1,28,2015
16711,"Bryan Harsin","Norm Chow",1,55,2015
16711,"Steve Addazio","David Cutcliffe",0,-2,2015
16711,"Dino Babers","Lance Leipold",1,6,2015
16711,"Sonny Dykes","Mike Leach",1,6,2015
16711,"Danny Barret","Curtis Johnson",0,-14,2015
16711,"George O'Leary","Curtis Johnson",0,-14,2015
16711,"John Bonamego","Rod Carey",1,10,2015
16711,"Dabo Swinney","Brian Kelly",1,2,2015
16711,"Mike MacIntyre","Mark Helfrich",0,-17,2015
16711,"Mike Bobo","Matt Wells",0,-15,2015
16711,"Ruffin McNeill","Chad Morris",1,26,2015
16711,"Chris Creighton","Les Miles",0,-22,2015
16711,"Jim McElwain","Hugh Freeze",1,28,2015
16711,"Ron Turner","Mark Whipple",0,-10,2015
16711,"Jimbo Fisher","Dave Clawson",1,8,2015
16711,"Tim DeRuyter","Rocky Long",0,-14,2015
16711,"Dell McGee","John Mumford",1,20,2015
16711,"Dell McGee","Todd Berry",1,20,2015
16711,"Willie Fritz","John Mumford",1,20,2015
16711,"Willie Fritz","Todd Berry",1,20,2015
16711,"Paul Johnson","Larry Fedora",0,-7,2015
16711,"Tom Herman","Philip Montgomery",1,14,2015
16711,"Bill Cubit","Mike Riley",1,1,2015
16711,"Kevin Wilson","Urban Meyer",0,-7,2015
16711,"Kirk Ferentz","Paul Chryst",1,4,2015
16711,"Paul Rhoads","David Beaty",1,25,2015
16711,"Bill Snyder","Mike Gundy",0,-2,2015
16711,"Paul Haynes","Chuck Martin",1,6,2015
16711,"Mark Hudspeth","Skip Holtz",0,-29,2015
16711,"Bobby ""Bob"" Petrino","Dave Doeren",1,7,2015
16711,"John ""Doc"" Holliday","Bobby Wilder",1,20,2015
16711,"Mike Locksley","Jim Harbaugh",0,-28,2015
16711,"Randy Edsall","Jim Harbaugh",0,-28,2015
16711,"Mark Dantonio","Darrell Hazell",1,3,2015
16711,"Rick Stockstill","Derek Mason",0,-4,2015
16711,"Jerry Kill","Pat Fitzgerald",0,-27,2015
16711,"Tracy Claeys","Pat Fitzgerald",0,-27,2015
16711,"Dan Mullen","Kevin Sumlin",0,-13,2015
16711,"Gary Pinkel","Shawn Elliott",1,14,2015
16711,"Gary Pinkel","Steve Spurrier",1,14,2015
16711,"Brian Polian","Tony Sanchez",0,-6,2015
16711,"Bob Davie","Doug Martin",1,9,2015
16711,"Dan McCarney","Todd Monken",0,-35,2015
16711,"Mike Canales & Chris Cosh","Todd Monken",0,-35,2015
16711,"Bob Stoops","Dana Holgorsen",1,20,2015
16711,"Pat Narduzzi","Frank Beamer",1,4,2015
16711,"David Bailiff","Jeff Brohm",0,-39,2015
16711,"Joey Jones","Neal Brown",1,6,2015
16711,"Charlie Strong","Gary Patterson",0,-43,2015
16711,"Sean Kugler","Larry Coker",0,-19,2015
16716,"Tom Herman","Chad Morris",1,21,2015
16716,"Clay Helton","Chris Petersen",0,-5,2015
16716,"Steve Sarkisian","Chris Petersen",0,-5,2015
16717,"John ""Doc"" Holliday","Todd Monken",1,21,2015
16717,"Dave Doeren","Frank Beamer",0,-15,2015
16718,"Troy Calhoun","Craig Bohl",1,14,2015
16718,"Terry Bowden","Chris Creighton",1,26,2015
16718,"Nick L. Saban","Bret Bielema",1,13,2015
16718,"Scott Satterfield","Trent Miles",1,34,2015
16718,"Rich Rodriguez","Gary Andersen",1,37,2015
16718,"Todd Graham","Mike MacIntyre",1,25,2015
16718,"Jeff Monken","David Cutcliffe",0,-41,2015
16718,"Pete Lembo","Rod Carey",0,-18,2015
16718,"Art Briles","David Beaty",1,59,2015
16718,"Bryan Harsin","Mike Bobo",1,31,2015
16718,"Steve Addazio","Dave Clawson",0,-3,2015
16718,"Dino Babers","Mark Whipple",1,24,2015
16718,"Bronco Mendenhall","Ruffin McNeill",1,7,2015
16718,"Sonny Dykes","Kyle Whittingham",0,-6,2015
16718,"Danny Barret","Bob Diaco",0,-27,2015
16718,"George O'Leary","Bob Diaco",0,-27,2015
16718,"John Bonamego","Phillip John ""PJ"" Fleck",0,-2,2015
16718,"Dabo Swinney","Paul Johnson",1,19,2015
16718,"Jim McElwain","Gary Pinkel",1,18,2015
16718,"Charlie Partridge","David Bailiff",0,-1,2015
16718,"Ron Turner","Sean Kugler",1,40,2015
16718,"Jimbo Fisher","Al Golden",1,5,2015
16718,"Jimbo Fisher","Larry Scott",1,5,2015
16718,"Tim DeRuyter","Matt Wells",0,-42,2015
16718,"Bryan McClendon","Butch Jones",0,-7,2015
16718,"Mark Richt","Butch Jones",0,-7,2015
16718,"Norm Chow","Rocky Long",0,-14,2015
16718,"Bill Cubit","Kirk Ferentz",0,-9,2015
16718,"Kevin Wilson","James Franklin",0,-22,2015
16718,"Paul Rhoads","Kliff Kingsbury",0,-35,2015
16718,"Bill Snyder","Gary Patterson",0,-7,2015
16718,"Paul Haynes","Matt Campbell",0,-31,2015
16718,"Mark Hudspeth","Dennis Franchione",1,22,2015
16718,"John Mumford","Philip Montgomery",0,-10,2015
16718,"Todd Berry","Philip Montgomery",0,-10,2015
16718,"Les Miles","Shawn Elliott",1,21,2015
16718,"Les Miles","Steve Spurrier",1,21,2015
16718,"Skip Holtz","Larry Coker",1,3,2015
16718,"Mike Locksley","Urban Meyer",0,-21,2015
16718,"Randy Edsall","Urban Meyer",0,-21,2015
16718,"Chuck Martin","Frank Solich",0,-31,2015
16718,"Jim Harbaugh","Pat Fitzgerald",1,38,2015
16718,"Mark Dantonio","Kyle Flood",1,7,2015
16718,"Rick Stockstill","Jeff Brohm",0,-30,2015
16718,"Jerry Kill","Darrell Hazell",1,28,2015
16718,"Tracy Claeys","Darrell Hazell",1,28,2015
16718,"Hugh Freeze","Doug Martin",1,49,2015
16718,"Dan Mullen","Neal Brown",1,28,2015
16718,"Ken Niumatalolo","Brian Kelly",0,-17,2015
16718,"Mike Riley","Paul Chryst",0,-2,2015
16718,"Brian Polian","Bob Davie",1,18,2015
16718,"Tony Sanchez","Ron Caragher",0,-6,2015
16718,"Bob Stoops","Charlie Strong",0,-7,2015
16718,"Mike Gundy","Dana Holgorsen",1,7,2015
16718,"Mark Helfrich","Mike Leach",0,-7,2015
16718,"Pat Narduzzi","Mike London",1,7,2015
16718,"Willie Taggart","Scott Shafer",1,21,2015
16718,"Matt Rhule","Curtis Johnson",1,39,2015
16721,"Blake Anderson","Joey Jones",1,18,2015
16723,"Gus Malzahn","Mark Stoops",1,3,2015
16723,"Dan McCarney","Jeff Brohm",0,-27,2015
16723,"Mike Canales & Chris Cosh","Jeff Brohm",0,-27,2015
16723,"David Shaw","Jim L. Mora",1,21,2015
16724,"Bryan Harsin","Matt Wells",0,-26,2015
16724,"Bronco Mendenhall","Tommy Tuberville",1,14,2015
16724,"Tim DeRuyter","Tony Sanchez",1,3,2015
16724,"Tom Herman","Curtis Johnson",1,35,2015
16725,"Troy Calhoun","Mike Bobo",0,-15,2015
16725,"Terry Bowden","Dino Babers",0,-49,2015
16725,"Nick L. Saban","Kevin Sumlin",1,18,2015
16725,"Scott Satterfield","John Mumford",1,45,2015
16725,"Scott Satterfield","Todd Berry",1,45,2015
